,text,given_label,suggested_label
389,"why is no one on youtube talking about the terribly dull colors of the screen and the lack of any difference between vivid and natural mode? It&#39;s an issue that many people have on their brand new Galaxy S24 Ultra, and not a single reviewer mentions it.",positive,positive
390,One can only love the London vibes.,positive,positive
391,I&#39;ll wait for S26 with 1 inch camera sensor.,neutral,neutral
392,Will stabilization on the S24u come to the S23U? Same with A.I? Seems to me the major differences.,positive,positive
393,That woman on the train looked pissed you were recording her. 😂,neutral,neutral
394,"As a fans of note series. I find the pen is very usefull for a detailed editing and drawing. My first smart phone is samsung note 3, and i upgraded to note 8 and then note 20 ultra. I was about to buy s23ultra november last year, because note20ultra camera wasn&#39;t that great for low light and videos. But decide to wait for s24ultra. <br><br>Just placed my pre order for samsung galaxy s24 ultra 1TB. And i can&#39;t wait to get a better videos with it!",positive,positive
395,Do you have also graphic issues in the samsung weather app? Especially when it shows the weather in the night and you look closely while scrolling the display shows kind of squares. Do you have the same thing? I think it&#39;s a software problem. And how about the power button is it tight at your device or does it have play and shakes a bit by touching? Thank you very much. Greetings Mark,positive,positive
396,"I ordered the 24u in violet 1tb. Itll arrive on sunday, the last samsung i had dissapointed ,lets see how the 24 will hold up.",neutral,positive
397,"nope , not convinced ... will stick a couple of years more with my iPhone 13 Pro Max (that is not my preferred camera, but I had to change ... and did regret it a lot instantly when I got it) ... my Huawei P30 Pro, that so far is unbeatable on the picture quality even today, and the Samsung Z FLip 5 that for me is the best camera ever on the practical side (can I say that ?) . I don&#39;t really care about the AI features as I can do the editing on my computer ... I was expecting more from the S24, so I am quite disappointed and unfortunately there are not much competitors on the market ... the Pixel 8 Pro has a terrible selfie camera (a shame), the iPhone 15 is not different enough from the iPhone 13 and the other brands do not provide photo/video quality I am searching for ... and the prices are getting mad ... 1,5k euros min for a smartphone ? where are we going ? My hope is that the future Z Flip or equivalent (not Z Fold , I don&#39;t want a ridiculous tiny tablet with average camera quality for 2k euros ... it&#39;s crazy) will have better camera modules and battery (although the one from the Z Flip 5 is not so bad) ... we&#39;ll see. 🙂",negative,positive
398,"Gonna miss my Note 20 Ultra a lot. After two screens, back glass, and a charging port, it&#39;s time to go. But super excited for my Violet 24 Ultra on its way!",positive,negative
399,"I just received my S24 Ultra today, and on top of the washed out colors, the contrast is horrible. In the color palette if you choose the basic colors and then the green over teal, when you apply that palette and go to the previous screen, the colors become indistinguishable from each other, while on my S23 Ultra, the colors are vivid, vibrantly saturated, and perfectly defined. If this is just a software issue, I&#39;ll wait a few days to see if Samsung acknowledges the problem and fix it via software update, but if they don&#39;t, I will be returning this phone and will keep my S23 Ultra which has no color issues at all.",positive,positive
400,S23 screen look better has better color abd has a greater abgle of view . Not a huge fan of the 24 anti reflection screen,positive,positive
401,i will want to switch to Samsung but i don&#39;t know what will happen when i switch form ios,neutral,neutral
402,Nobody is talking about the speakers??? S22Ultra was louder than my S23Ultra and the touch after the last update is horrendous especially turning on (you guessed it) speaker phone.  Seems like it takes a couple of seconds now so I find myself turning it on and right back off.,positive,positive
403,"I feel people review the same things not bashing your review it was great. I’d just like to see real life review like Instagram browsing uploading, sharing photos and videos to other phones, YouTube playback compared to others as well as apps how polished they are on Samsung compared to the iPhone etc…",positive,positive
404,Where going to test the scratch ability because I&#39;ve had phones with the latest glass tech and the all have scratches.,positive,positive
405,Took them a long while to remove the thicker bottom bezel. Weird.,negative,positive
406,"@ <a href=""https://www.youtube.com/watch?v=3F7DHCtLcJ8&amp;t=435"">7:15</a> Did I hear a marked increase in the background sounds in the 3x video?",positive,positive
407,"Just pre ordered the phone today, and it comes with the pre order deal of an S9 fe tablet. I&#39;ll sell my note 20 ultra when the S24 ultra arrives. I swore I&#39;d never buy another Samsung phone if they keep using the Exynos chip. <br>This is the first S model to ship worldwide with a snapdragon (as far as I know) <br>Looking forward to it.",positive,positive
408,You consider night time in the city as low light?,positive,neutral
409,Meh. I&#39;ll stick with my broken screen phone😊😅,negative,positive
410,No battery section...,neutral,neutral
411,I don&#39;t like this comparison. Not sure there are to many S23 users looking to upgrade. More likely it is S22 or S21 customers looking to upgrade.,positive,positive
412,I just got one now.,neutral,neutral
413,"For once, I don&#39;t care for the new Ultra phone by Samsung. This is a slight improvement, somewhere in a region of 4% better here and there. It&#39;s absolutely not worth an upgrade from already and still mighty S23U. Samsung needs to try harder next time.",positive,positive
414,didnt know jack lowden did phone reviews,neutral,neutral
415,"<a href=""https://www.youtube.com/watch?v=3F7DHCtLcJ8&amp;t=230"">3:50</a> you can tell the diff in selfie",neutral,neutral
416,"I change my phone every year , for last 7 generations it was always Note phone no matter if they call it last 4 years galaxy ultra , for me it is always Note! Before that I was big fan of HTC flagships. And I want to say that this year after many years finally I can fill big difference between new and last year phone, s24 ultra is real deal Note phone, best evolution in this series ever!",positive,positive
417,I noticed my colours on my s24 ultra is no where as good as my s22 ultra or my pixel 8 pro.I a;so prefer the camera on the pixel 8 pro.,positive,positive
418,"I&#39;m coming from samsung note 3, is this a big difference compared to samsung S24 ultra ?",neutral,neutral
419,"<a href=""https://www.youtube.com/watch?v=3F7DHCtLcJ8&amp;t=65"">1:05</a> - Anti-Reflective screen is literally underrated fantastic &amp; brilliant implementation.<br>But when Apple will implement this same thing, they&#39;ll create huge hype &amp; will give fancy name.",positive,positive
420,Yep! Have the tracking for the 512GB Ti yellow and going from a Note 9 to this (S24 ultra) as it&#39;s finally time to upgrade. My note is the 512GB and has a 1TB card in it. I wanted the 1TB version but too pricy. Bring back the micro SD card slot please Samsung!,neutral,positive
421,That&#39;s for the comparison. I have been trying to figure out if I should trad my s23 ultra or not,neutral,neutral
422,S23 Ultra much better than S24 Ultra. Do camera test and screen.,positive,positive
423,Are the phones new photo editing features calculated in the &quot;cloud&quot;? Like the google pixel series - or on the phone?,positive,positive
424,I got the plus today and I absolutely LOVE it,positive,neutral
425,How useful is the S pen feature? Do people really use that and if so what do they use it for? I&#39;m looking to get either a OnePlus 12 or the Galaxy ultra 24. Thanks,positive,positive
427,I feel these phones not worth a upgrade it&#39;s no big big difference that will make me wanna jump,negative,positive
428,It’s getting closer to the quality and snappiness of the iPhone.,neutral,negative
429,You can make screen brighter if you turn off adaptive brightness,neutral,neutral
430,Does this phone have a similar function to the pixel best take to fix smiles/faces?,positive,neutral
431,"Other than the better and upgraded camera, I don&#39;t see any reason for upgrading from my Note 10+. On the contrary, I will lose my reliable micro SD card slot with this phone. Note 10+ is still fast and still takes great photos.",positive,positive
432,"Excellent video. I have an S22ultra ultra, and I will definitely be upgrading to the s24 ultra. Thanks for all the information 😊",positive,positive
433,"The upgrades are a JOKE. Wow, better bezel. Wow, new glass. Wow, new metal. Everyone screen protects. Everyone cases it. AI is software not hardware. Cameras same. Battery same. It&#39;s not a reason for an upgrade. I&#39;m talking not worthy of the 24 designation. Oh, right. It&#39;s faster. Isn&#39;t that exciting? If there wasn&#39;t a new CPU, then? Right. Nothing. Same phone as far as I&#39;m concerned. AI features that at some point will be a monthly fee. Which are absolutely a gimmick. Oh. Neat. I can edit and manipulate a photo. I just love spending hours doing that.",positive,positive
434,"I got the violet color 23 Ultra, best phone on the planet.",positive,positive
435,Might be finally time to switch to Android.,neutral,neutral
436,"None talk about that Samsung said that the AI features will be free till the end of 2025, than what happens?",positive,negative
437,How does Samsung manage to make their camera better and worse at the same time? Some of these shots are just plain bad!,negative,positive
438,I wonder why you didnt bring up the fact that the s24 post processes all photos taken and makes them look horrific? Ive tried everything and cant stop it from brightening and over saturating  also massive over sharpening with automatic post processing.? are you not experiencing this. There is countless forms with people very upset. It literally  destroys photos with over saturation and sharpening after they are taken? again did you experience this?,negative,positive
439,Not really big on the AI features but i have tried moving and removing objects from photos and even though i won&#39;t use it much i do really like being able to go to a video in my gallery and watch it in slow motion no messing around with extra apps etc just long press and it&#39;s slow motion. The s24+ has some things i&#39;m not really happy with that i HOPE are fixed with software updates but outwith that it&#39;s an impressive phone even if it does have an exynos chip. I did want the ultra but this size feels so much more comfortable to use.,positive,positive
440,do you think 1tb would be overkill on the s24 ultra as im sure the videos etc would use the storage up quicklet and apps etc ?,positive,positive
441,"I was wondering how &quot;extremely careful&quot; would make it have those scratches you pointed out but when you exemplified how you can&#39;t charge it on a magsafe charger I understood your definition of  extremely careful and in that case I treat my phone with super mega extra double triple care , I handle it as if was made of thin glass",negative,positive
442,It’s simple you either prefer tea or coffee. I don’t see the point anymore in discussing which is better iPhone or android. It’s what suits you and what you’re used to. Every new release of smartphone comes with incremental improvements over the other. It’s all boring. There’s been no major innovation for years now,negative,positive
443,"It&#39;s the screen issue. The hardware itself is like that. I own S24 ultra, it&#39;s not that vibrant and the greys also has grains in low brightness. It&#39;s the screen",positive,positive
444,"Hi. I have S23U, and my complain is that when I record 4k video, the colors look oversaturated and washed out. Would you confirm if colors  are more natural when recording video with S24U?",positive,positive
445,Anybody else getting a problem with the  floating notification hanging around for a minute. It&#39;s really annoying also the AI generate wallpaper does not work.,negative,negative
446,How can I play Youtube in background while I can work with some other app or I can keep turn off the display?,negative,negative
447,"Nice review, make a video with Vivo x100 pro",positive,positive
448,"I have a Note Ultra 20 which is the first Samsung with some of these basic cameras (10x zoom, wide, ultra wide + lidar focus. I know the S24 replaced to 10x with a 5x) The S24 looks better in every way based on what I can see. Four generations of refining this setup has resulted in a much better system. <br>Ive also got an Iphone 13 Pro and feel the photos from the S24 are also better. The Iphone has a usable portrait mode, but not as good as the S24.  I have been thinking about an ipgrade and maybe this is the time. Nice review.",positive,positive
449,"Need a comparison of the 3, Leica, Samsung, iPhone",neutral,neutral
450,The one with the ring lights was pretty dope and I like the car shots. I was going to switch from my pixel bc it has an issue I just can&#39;t stand but in terms of quality I think it&#39;s about on par. Have to think about this now.,positive,positive
451,"Why buy anything else? Because someone cannot stand Samsung overlay, shop or apps? Because the 24 Ultra is too expensive? Because some features are only on a trial and after that behind a paywall, which makes it even more expensive? Maybe because someone is used to the comfort of the Apple eco system? Or maybe because someone doesn’t want the green bubble?  It’s not difficult to find reasons why someone would buy something else.",negative,positive
452,"<a href=""https://www.youtube.com/watch?v=XaqOejIaFgM&amp;t=832"">13:52</a> that android 6 home button holding thing unlocked a memory I didn&#39;t know I have",neutral,positive
453,Need blue text bubble or girls won’t like me :(,negative,positive
454,The size of it is ridiculous for me,negative,negative
455,why every new latest smartphone is the best phone .... what about the previous one ?,positive,positive
456,Pretty simple. Samsung has terrible customer service. They&#39;re known for doing anything and everything to prevent you from being able to warranty your phone. And even if you can get them to warranty it you usually get back a crappy used phone (and they do the same thing even if you just bought the phone within the last 30 days! New to used/refurbished in the blink of an eye).,negative,positive
457,Long as they keep selling phones I guess. Surprised people keep paying for the same thing. Not saying it’s just Samsung but I miss the days where we’d be excited by a new phone design with new features.,positive,positive
458,Thanks for your outstanding review of the Samsung Galaxy 24 Ultra.,positive,positive
459,Great video! ❤Was the phone comfortable in your hand to use?,positive,positive
460,"I have &quot;circle to search&quot; in old s10, its called &quot;magic lens&quot; in google photo app",positive,positive
461,is this lady complaining about Samsung also giving ai features to low end Samsung phone? is this lady an  diot?is she using iphone?i don&#39;t think smart person gonna complaining about that.,positive,positive
462,Do people upgrade only from the S23U?,neutral,neutral
463,"Such an ugly phone, I&#39;m sorry, but that rectangle boxy look just like big cop out. Its surprising though how even a phone from 2017 is still good enough for what most do and need.",positive,positive
464,Why do people act like this phone is Nice? <br>The camera sucks and so laggy.<br>I swear what people would do for clout😒😒😒,positive,positive
466,The translating app can help alot for me because I don&#39;t speak Spanish and have trouble for me to come up for words in Spanish to come in my head but with this it can help me with speaking with my grandmother,negative,positive
467,"So, the S24 Ultra looks the same as previous years but with Apple&#39;s titanium and Google&#39;s AI. Talk about coming off as desperate these days Samsung 🤭🤦‍♂",negative,positive
468,A full review about a flagship PHONE that doesn&#39;t mention its voice call quality or connection stability? I&#39;m starting to feel old! 😄,positive,positive
469,I&#39;ll spend $1300 on a phone when inflation makes that $1300 equivalent to $500 in todays money.,neutral,negative
471,"What is called to the new font style widget of s24 ultra? I love it, just like the Apple iPhone ❤❤❤",positive,positive
472,Because Samsung provides the shittiest support of all,neutral,neutral
473,Absolute get for me.  Upgrading from the S22 Ultra.  I have been using the Note phones since the Note 9.  Switched from an iPhone 7 Plus back then.  From Note 9 to Note 20 Ultra then S22 Ultra.  I will probably never swap to any other phone line.,positive,positive
474,Still have the s21 ultra and I&#39;m going to wait for the S25 ultra for my upgrade,neutral,positive
475,Just upgraded today from Note 10+ 😂 looking forward to all the upgrades,neutral,positive
476,"when all you do is working and you are bored and frustrated and you dont find use for the money you are killing yourself for you can find new purpose in your life by spending 1300 in a phone, people will like you more, you will resolve all problems with your family and you will be soooo happy",positive,positive
477,Need your thoughts and comparison S23 ultra vs S24 @mkbhd,neutral,positive
478,"Well has to be major improvement from s21 cause after S20...they lost it, could we be seeing another Moto death but this time samsung<br>some of the stuff they says they will update....the average phone will never make it that long....Plus with the way thing change  in a year <br>the S24 may not be able to update to 2026 ....then what happens........but paid enough anybody will praise &amp; Say Good things about Anything....",positive,positive
479,All these comments are so funny. Happy about getting updates on old phones…. Just get a damn iPhone. The maker of this review uses one 🤣,positive,positive
480,"Sadly, European version is dog sht. Simply bcz of the overheating problems and energy hungry processor. Which is same processor as last year S23.",neutral,positive
481,Upgrading to this from an s21 5G and I&#39;m so excited. Gonna be so much better. I &quot;upgraded&quot; from an S10 plus originally and regretted it and I finally get my good phone back!,positive,positive
482,im just gonna save and buy one of the red magic 9 pros,positive,positive
483,"<a href=""https://www.youtube.com/watch?v=XaqOejIaFgM&amp;t=725"">12:05</a> If you are going to still call it AI, might as well go ahead and actually call it what it really is: algorithms.<br><br>Anyways nice review! Definitely seems like a good phone to get as my next one.<br><br>I also wonder if my next phone will be my final phone, with my phones lasting 5 years each and the apple vision pro coming out now it seems like the phones of today might gradually change into becoming more like what the apple vision is. 2015 to 2020 was start of VR. Now in 2024 we get quite decent VR headsets in general coming out, some that even makes the unreal feel real. What is the world going to look like when 2030 nears, I wonder.",positive,positive
484,Definitely saving up for this phone after getting me a 2024 ROG Zephyrus G16. Bringing in some productivity powerhouses in 2024 and 2025 to be set for the future :),positive,positive
485,"Well, I always buy anything else, any other maker/brand/company.",negative,positive
486,Yeah i would never buy another Samsung phone ever again. All yhe extra junk on it is just ridiculous,negative,positive
488,"Samsung could give you Prores video recording, raw dng video recording, a 1 inch main sensor and bigger sensors on the other...but no, circle to search check all the boxes......this is stupid af",negative,positive
489,"<a href=""https://www.youtube.com/watch?v=XaqOejIaFgM&amp;t=713"">11:53</a><br>Hilarious!",neutral,positive
490,now only thing left to fix.. the emojis,neutral,negative
491,I&#39;m disappointed with my S24. The colors are dull and plain. Resolution it&#39;s not vivd and high quality like it&#39;s predecessors.,negative,positive
492,Why remove the 3.5mm jack and expandable storage option? Like iPhone,neutral,neutral
493,I’m iPhone hooked they just need to make the iPhone bigger,neutral,positive
494,"samsung , king of bloatware... excellent piece of tech.... 1 billion samsung apps nobody wants and can&#39;t get rid of....ohhh.... and the cherry on the cake.... Bixbeeee.....",positive,positive
495,Mine should be here on Thursday. I&#39;m seeing bad reviews about the display. Is that still a thing?,negative,positive
496,"Samsung needs google, and Apple needs Samsung to supply their screens lol",positive,neutral
497,All of those &quot;just like the iPhone&quot; features exist on my Note 10+ from launch and it still gets updates 😂,neutral,positive
498,You just convinced me to NOT upgrade from 23+ lol more of the same.,positive,positive
499,"I recently transfered phone from android to iOS.  Despite owning other apple products, I have never considered owning an Apple phone before. I love the samsung ecosystem but I am really not happy with the security of android. I have kids who I sometimes play with my android phone. I downloaded some apps for them. The ads in android is crazy. Android apps can have the ability to pop up anytime. I don’t use my finance apps anymore because of security concerns. Also, if you have a very intelligent kid who can memorize your password be prepared for unexpected playstore purchases. You cannot cancel it even if the kid that made the purchase is 4. <br><br>Android gives you alot of freedom in customizing your phone and how you use it but it also gives alot of freedom to third party apps to exploit you.",positive,positive
500,It looks like red magic 9 pro with punch hole from front,positive,neutral
501,This AI phone is perfect for an AI media company like CNET 🤣,positive,neutral
502,Can&#39;t take any review by somebody with pink hair seriously. Circus clowns know nothing about technology 🤡,negative,positive
503,Love when im finally can say watching this video with s24 ultra 😂,positive,positive
504,Does this still have signal/connectivity issues likes the S23 Ultra? I spent so much time with 1 to 2 bars of 5G sometimes slipping into full 4G while my wife on her S22 Regular has full 5G. Very concerning if still persist.,positive,positive
505,Only thing keeping me back is iMessage.,neutral,positive
506,It’s probably the first time when the S24 plus is a better option,positive,neutral
507,"Watching from my old s20 plus that is due for an upgrade, maybe the 512gb version!",negative,neutral
508,The rest Samsung is just amazing phone and not just S24 ultra even s 22 ultra is still amazing phone in 2024,positive,positive
509,"Couple corrections: regarding lag, there are settings that allow you to change it. For those who don’t know, shutter response can be adjusted to prioritize speed, focus, or image processing. Secondly, Samsung issued a statement saying whatever AI features you currently have on your phone will remain on your phone, however capabilities introduced in the future may only be available through a paid subscription.",positive,positive
510,Just switched from iPhone 15 pro max to this and l do not miss Apple this phone is amazing ok Apple may be slightly faster but other than that the s24 ultra is 🔥🔥🔥,positive,positive
511,You can adjust the eq on this phone to improve the sound,positive,neutral
512,Is this video shot on your new FX6 rig? Looks clean,positive,neutral
513,"I think the S23 ultra has a 4855mAh battery? But other than that, great review. Brought up a lot of good points that I haven&#39;t seen it brought up elsewhere.",positive,positive
514,"I left for Pixel after my Note 20 Ultra because of the shutter lag. Pics of our kids were coming out too blurry. They&#39;re a little older now so can hold still better, but it&#39;s crazy the same issue more or less exists. Like why not fix it and just be that more dominant?",positive,positive
515,I wonder why most ppl claimed that they used the ai voice translation but diddnt mention that it fails to translate &quot;slangs&quot;,neutral,neutral
516,I hope Samsung is watching this video and takes cues for improvement.,neutral,neutral
517,ultraman. Really great enjoyable review,positive,positive
518,Go to these settings to fix the shutter speed. Camera &gt; settings &gt; camera assistant &gt; Quick Tap Shutter,positive,positive
519,does the Samsung Camera Assistant help?,neutral,neutral
520,"I pre-ordered mine on the 17th of January with a promised delivery date of January 31st.... It&#39;s been changed to the 26th of Feb, then to the 21st of Feb... I will never preorder a Samsung phone ever again. I have 2 co-workers who ordered theirs after me and received them like 10 days ago!  I&#39;ve been a very loyal Samsung guy for 15 years, but there is no excuse to be this un-prepared for shipping! could be my last samsung phone?",positive,positive
521,"As user, that have lucky to have both Apple and Samsung ecosystem, I do prefer Samsung. Way better ecosystem than Apple. With S24 ultra Samsung put on the table the best of the best 2024.",positive,negative
522,"No it&#39;s not the first phone to support wifi 7, OnePlus 11 is the first and now OnePlus 12, Apple is getting it in iPhone 16 but only the 16 pro and max, Ultraman",positive,positive
523,"I have always believed that all those people who criticize a work of engineering art such as these phones know if they know so much why they do not design a phone and patent it for themselves, That is one of the best phones right now on the market nothing is perfect ,but is crazy ,like I don&#39;t like this and that ,I&#39;m like ok another engineer 😅",positive,positive
524,Just so confused . Should I go for s24 ultra or iPhone 15 pro max.?,negative,positive
525,In other words S24 Ultra is essentially use to make money come in while iPhone basically makes your money come out 😂,negative,negative
526,"<a href=""https://www.youtube.com/watch?v=OfraXhBuybk&amp;t=819"">13:39</a> both 23 and 24 battery is 4855mAh",neutral,neutral
527,I switch from iPhone 15 Pro Max to the Galaxy s24 ultra and i love it. And I used apple for 15 years,positive,positive
528,"I have also iPhone and Samsung and to be honest iPhone have better connectivity that Samsung, if I&#39;m driving I always lose signal on Samsung and not just me, my wife etc but on iPhone I don&#39;t have this problem, I use the same operator the same sim etc",positive,positive
529,shutter lag has been on samsungs forever lol. from have my old note 9 and now the s22 Ultra they both have shutter lag. I am recieving my 24 Ultra today. Unfortunate that Samsung can never fix that. The shooting experience always seems like an after thought for Samsung year after year,positive,positive
530,Welcome to the dark side.. definitely play around with goodlock and modes and gestures ... programming fingerprints and swipe gesture to open specific apps or perform certain tasks <br>will enhance your experience,positive,positive
531,"Love how it came out yesterday, but you&#39;ve  had ot for weeks. But not associated  with samsung, haha. I still haven&#39;t  got my pre order yet",positive,negative
533,Are you sure with his all issues. Most the most problem is green line in screen 🤦🏻‍♂️,positive,positive
534,"You should do your research. Samsung days ago confirmed it is NOT paid, they MAY add future pay features, but what you have now will not be charged. This is lazy journalism, you&#39;ve just copied everyone else.",positive,positive
535,Really useful. Thankyou for this. The speakers are an issue in my samsung 21...and don&#39;t want this problem again.🙏🙏,positive,positive
536,Google AI on Samsung device wil be with subscription by 2025? I am not worried about that. Everything is going to be with subscription by then.,neutral,negative
538,How did you get 2 days and 6 hours of battery life from a 90% charge? I am currently on 60% and I only have 20 hrs and 22 mins of charge left. Do you think this warrants a replacement? Hope to hear from you,neutral,positive
539,If u look into it every A.I features that come with it remain free but new ones will be charged,positive,positive
540,"I still had 69% battery left, tries not to giggle",negative,negative
541,There is a very major issue with the s24 series screen. Washed out color compair to the previous generations. There is big thread in Samsung&#39;s own community forum. Android authority also has 2 articles mention this problem. There is no fix to this problem even you change from Natural to vivi profile under screen mode of the display settings. As of your major reviewer should mention about this. We need all the voice to force Samsung address this problem.,positive,positive
542,How beautiful you are 💓 you are gorgeous.. nd your hands also so softy 👌🏻❤️💞,positive,positive
543,"A good review but too late, please tell me something I don&#39;t know. Thanks.",positive,negative
544,Does it have a rain touch screen like one plus 12? I know it&#39;s ip68 but,neutral,positive
545,reverse charging is actually 4.5w,neutral,negative
546,"Circle to search is not a new ai feature, it is litelarily google image search which you can use on google search, its called google lens. Sure, its convenient to have easey access from everywhere, but its hardly anything spectacular. Most useful are image ai options, which are likely in the cloud. So, after 2025 they might be canceled. The summarising and translations are somewhat useful, but there is already chatgpt. Google pixel phone has better ai features and was there first, but it is good they are moving in this direction, all smartphones will follow pixel and s series samsung.",positive,positive
547,Will you be able to circle items with a screen protector? Any recommendations?,positive,neutral
548,It is hard to buy this phone when there is a Fold5 on the market.,negative,neutral
549,"Galaxy AI comes to S23U.  There you go, it&#39;s a pointless upgrade.",negative,neutral
550,"The call translation is interesting, but I will almost never use it. I wondered why they didn&#39;t put translation features in the call screening function... I use the Bixby call-screening almost every other day, so any extra features would be appreciated",positive,positive
551,"You know that these AI features will be charged extra from 2025? So if you won&#39;t want to pay extra AI subscription, most of these functions will dissapear from your phone...",positive,positive
552,What about heating issue while using camera and other apps??!!,negative,negative
553,I pre-ordered mine and it doesn’t come in until another 20 days,neutral,neutral
554,The Apple eco-system is a prison. That is what the intention of it is. Don&#39;t succomb to it...,neutral,negative
555,"To be honest, the sound on a phone can never really be good because of the obvious physical constraints. If you&#39;re an audiophile you connect yor phone to a better system, just like you don&#39;t watch movies on the phone if you&#39;re a cinema-freak. Other than that, the phone seems to be very competent.",positive,positive
556,yooo You like LOGIC?! I LOVE LOGIC!! 🤩 TITS what a album!,positive,positive
557,Speaker problem....use Bluetooth speaker or earbuds.,neutral,neutral
559,"Shutter lag does not cause a blurry image, shutter speed does.  Lag just causes a delay in catching your subject.  If it&#39;s motionless when you press the button but moves as you are snapping, it will have a lower shutter speed, hence the blur.  Also, I understand wanting flagship sound from your speakers but there are limits.  My car pumps 100 rms into focal flax speakers and 500 watts rms into my subwoofer equipped with a passive radiator, all through a dedicated sound processor and it sounds excellent.  But my home system blows the car out of the water with it&#39;s sound.  Expecting a tiny device with pinhole, microscopic speakers to sound anything approaching good might be a straight run to disappointment.  Great review overall, thanks.",positive,positive
560,"As an owner of S24 Ultra I can say:<br>1. Shutter lag can be solved with the future software update *are you sure you selected &quot;shutter speed over quality&quot; option ?<br>2. The audio quality is super good even with no Dolby Atmos enabled ( so you are a bit subjective putting Samsungs vs. Apple, better put Samsung old devices vs Samsung new devices and compare).<br><br>3. Video and photo quality : no more words to describe the good quality.<br><br>Feel happy with your purchase 🥰I&#39;m gonna stick to my new phone for a good amount of time, as I am assured that 7 years of updates, and O/S versions, a good battery (which I already set it to be optimized as much as I could), and a flat quality screen for larger writing S-Pen area real estate!",positive,positive
561,There&#39;s a simple solution for the shutter lag. It&#39;s an AI setting. If you change this the shutter lag is about zero.,neutral,positive
562,"For me, besides the AI features, what&#39;s important are the stylus (precision is more useful for some AI actions), and the screen (less reflective and more scratch resistant). I am happy that many of the improvements have tangible values and benefits to the user, going beyond the &quot;15% faster CPU claims.&quot;",positive,positive
563,Maybe you have defective unit in terms of speakers? Because I have s23 ultra and I had 15 pro max they both sounds amazing and s24 ultra even better than s23 ultra cause I tested them both side by side. Or maybe you have alien ears with alien hearing so that&#39;s why idk bro but it&#39;s weird to hear. And it&#39;s also the first time I hear it from someone to be honest even tech reviewers never said it,positive,positive
564,"You don&#39;t know how to use the phone yet. Stop comparing it to the iPhone, that&#39;s the problem. The AI services aren&#39;t paid yet, so why is this an issue today?",neutral,positive
565,"As usual, nice review! 👍<br><br>Also, I&#39;m excited to see you &#39;dive deeper into the Android world&#39;. I&#39;ll definitely look forward to future reviews of those. And yeah, ultraman.",positive,positive
566,I&#39;ve been a samsung fan for the longest. I used to have a iphone work phone so I would always compare the both and the thing that kept me away from apple was that after you pay all this money for a phone apple then tells you that you can only use it&#39;s technology if it&#39;s an apple product. Casting to tv is then out unless it&#39;s an apple tv. Samsung on the other hand will give you 99% control of other technology even if it&#39;s not samsung. Simple.,negative,positive
567,This doesn&#39;t do anything the s23 ultra can&#39;t already for 99% of all things.,neutral,negative
568,"There is definitely a low volume  issue with this phone which does not seem to effect all devices, the  sound compared to the s23 ultra is seriously lacking, appalling actually, the s23 ultra at the exact same volume level drowns out the s24 ultra easily, so does the s22 ultra,  like others who have reported this issue on Reddit I have performed every audio trick possible on this device and checked the volume limit function which was already off and  nothing worked,  it has  been suggested that switching the equaliser setting to normal can fix the issue and has for some but not others, including myself, i downloaded an equaliser app cranked it up fully and the volume was instantly improved, not to the same standard as the s23 ultra but very close, however,  the sound is still muted or muffled it sounds like its being played in a vacuum,  apparently there is an issue with the calibration and dynamic range which was described as being so bad it is below amateurish..I am not an audio exoert but it is obvious that the 24 ultra lacks the same audio quality that the 23 ultra has, ive also noticed that changing the equaliser in the settings made next to no difference as if it is stuck on normal mode, it seems this is a software issue as not all phones have this problem and the speakers are fine with notifications, the equaliser i downloaded has definitely improved the low volume problem and gives an indication of how good these speakers can be despite still having that &#39;Hollow&#39; sound...Samsung has yet to acknowledge this problem hopefully a future update can resolve this, in every other respect for me  this phone is great, it just has that one nagging issue.",positive,positive
569,Really you&#39;re the only one that said the speakers don&#39;t sound that good come on man I disagree the speakers sound good,positive,positive
570,"700 on Xiaomi 13 ultra and the rest i do a trip in Italy, there the reasons why buy something else.",neutral,positive
571,Still on the s9 bc i hate the hole punch so much,negative,positive
572,"Can you include idle battery drain tests in your battery test comparisons??.... Like overnight drain test (equivalent hours)<br>While I know it will add a lot of delay into the video making, I think an overnight drain test would be reflective of real world use.",positive,positive
573,My first Samsung phone I&#39;d say that HDR photos in gallery looks sweet,positive,positive
574,"i am using note 9 now😂. which phone btwn s23ultra or s24ultra should i get? s23ultra got slightly lower price, but s24ultra with double storage &amp; free buds 2 pro and $$ rebate for pre order.",positive,positive
575,Bezels in my S23U are ugly 😢,negative,neutral
576,Love u sir..litteraly u r a true youtuber...and thanks a lot for your suggestion not to upgrade bcz i was a bit in a hurry to upgrade from my s23u to s24u..but money matters as u said..live u sir ..stay blessed...❤❤❤..love from india❤,positive,positive
577,"we are in an era where phones already peaked, and its hard to really say which is the best, ... unless somebody puts a DLSR quality camera on a phone and can totally replace your professional cams, as in totally replaced not just in the eyes if a regular consumer but with professional photographers as well,  then thats the flagship to beat! otherwise, right now we are just in the waiting game, ..",positive,positive
578,Went from the Note 9 to S23 Ultra. Still my old phone was amazing,positive,negative
579,"Display dull is real, i moved from s23u to s24u. And i noticed the same. I am missing s23u&#39;s display.. More vibrant. But i am hoping Samsung will fix this soon. 🤞🏻",positive,positive
580,If we want to choose between S23 Ultra and S24 Ultra considering 15% price difference.<br>Which will be a better pick?,positive,positive
